"Id","price"
"1",0.691239214828612
"2",0.691821676540425
"3",0.687066573462456
"4",0.695034183469166
"5",0.717889150298461
"6",0.715834679399378
"7",0.724919936379727
"8",0.716952775911843
"9",0.740327530093547
"10",0.724382834016742
"11",0.725675199462133
"12",0.732862719145074
"13",0.738732738186634
"14",0.711493362132282
"15",0.732471021790092
"16",0.71943593864927
"17",0.740155798336604
"18",0.722632018834488
"19",0.740374880829748
"20",0.762263123741538
"21",0.754149482374628
"22",0.73581301828055
"23",0.7589773860062
"24",0.74788137534208
"25",0.754778957940784
"26",0.759255143478734
"27",0.758845344800043
"28",0.750032948862751
"29",0.749857477774136
"30",0.750540654153625
"31",0.726465052906856
"32",0.742039395527252
"33",0.753369844630537
"34",0.738427371816772
"35",0.756586304427838
"36",0.750823048683341
"37",0.753248857910313
"38",0.749176670478687
"39",0.744351159945947
"40",0.73740290772913
"41",0.746623725972448
"42",0.751531335066552
"43",0.744952108225527
"44",0.739846551529921
"45",0.744926892564073
"46",0.747726100886962
"47",0.727872458888008
"48",0.7426211242684
"49",0.745486237374892
"50",0.74871423639623
"51",0.746979266655047
"52",0.747075685415778
"53",0.748694725594819
"54",0.760795741665711
"55",0.753030683358685
"56",0.75476645765965
"57",0.756255341151056
"58",0.75311030922287
"59",0.737828796475816
"60",0.746292571949594
"61",0.754999496236315
"62",0.745667995826612
"63",0.747712577738533
"64",0.750299196142766
"65",0.740221482966735
"66",0.744899818187924
"67",0.759735316723415
"68",0.740847387357281
"69",0.758916476405249
"70",0.735126665799745
"71",0.753127646859103
"72",0.761790086465075
"73",0.746085450589023
"74",0.744577381893788
"75",0.738029566317474
"76",0.742409732865944
"77",0.727863881214673
"78",0.758386944534313
"79",0.751152113015238
"80",0.742549989302591
"81",0.735644259831563
"82",0.748850511073091
"83",0.745052302858601
"84",0.72822429376393
"85",0.748171709116542
"86",0.731705761118099
"87",0.753411706362004
"88",0.732837223364949
"89",0.755865627263992
"90",0.751635120190099
"91",0.74628161621101
"92",0.756722279260289
"93",0.739245488980145
"94",0.742484808701474
"95",0.75847548653864
"96",0.753645438822448
"97",0.751633758833102
"98",0.72890625418881
"99",0.755453836915073
"100",0.755389517634328
"101",0.744858226881175
"102",0.749983050639815
"103",0.754716178402337
"104",0.751290387702252
"105",0.745892192561131
"106",0.734945615190254
"107",0.745864911355187
"108",0.733663111521968
"109",0.716104716281517
"110",0.736636187856065
"111",0.73089412535102
"112",0.73331826333314
"113",0.738995396136246
"114",0.74650318545534
"115",0.745267935246118
"116",0.744045049497065
"117",0.742376616360086
"118",0.751301394726577
"119",0.741246717154366
"120",0.741771678214132
"121",0.762062682846686
"122",0.740177885525972
"123",0.739992436748925
"124",0.755245309584462
"125",0.740924866891566
"126",0.742129904293729
"127",0.745199627201274
"128",0.753038333205102
"129",0.740764284944503
"130",0.741367403909598
"131",0.741997903071245
"132",0.745014276851917
"133",0.748603644739465
"134",0.749093821846546
"135",0.728216596394249
"136",0.75124765567861
"137",0.723994720497233
"138",0.743065246281
"139",0.738749277102204
"140",0.750890284014196
"141",0.750681234436145
"142",0.743446803954002
"143",0.739906941781581
"144",0.741608044426638
"145",0.745164673498425
"146",0.744793784822607
"147",0.746482396643407
"148",0.7368365439044
"149",0.744914612612508
"150",0.745189588253756
"151",0.771028567087503
"152",0.746632853400613
"153",0.740957845797285
"154",0.732482957502573
"155",0.754280385346101
"156",0.740545423075587
"157",0.747239898682554
"158",0.746556839407593
"159",0.750453141406438
"160",0.755851893259726
"161",0.74401511863405
"162",0.758726005757635
"163",0.751752445133283
"164",0.76656767702838
"165",0.746602753614204
"166",0.743981176053249
"167",0.730929012631966
"168",0.737874114106276
"169",0.742161500987697
"170",0.734484366003318
"171",0.733168606415919
"172",0.748430942858177
"173",0.746969253125747
"174",0.735029149806878
"175",0.741089964577361
"176",0.742858243252255
"177",0.739927107641113
"178",0.741686103221599
"179",0.733189169780862
"180",0.694689613885893
"181",0.73469089112558
"182",0.721124191335877
"183",0.726767207325963
"184",0.738059048766605
"185",0.716064525195872
"186",0.730600081114934
"187",0.731787381613204
"188",0.74786122631755
"189",0.742394888731509
"190",0.743809693306834
"191",0.732149663894342
"192",0.736907362503334
"193",0.73333993593426
"194",0.716102718113616
"195",0.715620102475962
"196",0.73645673297268
"197",0.703801950545634
"198",0.704109273154241
"199",0.700173758775012
"200",0.687623683064852
